s.no	worker_id	original_tableid	original_hypothesis	original_label	modified_tableid	modified_hypothesis	modified_label
0	IA0	T535	Crisis on Infinite Earth was a DC comic that ran monthly for about a year in the 80's.	E	T535_mod_2	Crisis on Infinite Earth was a DC comic that ran monthly for about a year in the 80's.	C
0	IA1	T1182	Bradley Cooper has lived in the United Kingdom.	C	T1182_mod_3	Bradley Cooper has lived in the United Kingdom.	E
0	IA1	T578	Close Encounters of the Third Kind was inspired by another Spielberg Film, E.T., which was released before Close Encounters of the Third Kind in 1982.	C	T578_mod_5	Close Encounters of the Third Kind was inspired by another Spielberg Film, E.T., which was released before Close Encounters of the Third Kind in 1982.	E
0	IA1	T746	Some nations send multiple athletes to compete in Cross-country skiing at the Olympics.	E	T746_mod_3	Some nations send multiple athletes to compete in Cross-country skiing at the Olympics.	C
0	IA0	T1562	Jun-ichi Nishizawa graduated from multiple universities.	C	T1562_mod_4	Jun-ichi Nishizawa graduated from multiple universities.	E
0	IA0	T1875	Identity Crisis is a monthly series with an indefinite run.	C	T1875_mod_4	Identity Crisis is a monthly series with an indefinite run.	E
0	IA0	T792	David Ronald de Mey Warren lived in Austraila for over 90 years before finally passing away.	C	T792_mod_4	David Ronald de Mey Warren lived in Austraila for over 90 years before finally passing away.	E
0	IA1	T1404	Kaya Scodelario has been acting for over ten years.	C	T1404_mod_3	Kaya Scodelario has been acting for over ten years.	E
0	IA1	T758	The American Bucking Bull branded 644 has mostly dark fur.	C	T758_mod_3	The American Bucking Bull branded 644 has mostly dark fur.	E
0	IA1	T1435	Kapil Sharma is a 21st century entertainer.	E	T1435_mod_6	Kapil Sharma is a 21st century entertainer.	C
0	IA1	T323	The Czech Republic came out of Czechoslovakia.	E	T323_mod_4	The Czech Republic came out of Czechoslovakia.	C
0	IA1	T1668	The majority of the population of Jerusalem consists of Jews.	E	T1668_mod_4	The majority of the population of Jerusalem consists of Jews.	C
0	IA0	T137	The band Hawkwind started making songs in 1969.	E	T137_mod_2	The band Hawkwind started making songs in 1969.	C
0	IA0	T727	Shane Van Dyke has no great-uncles.	C	T727_mod_5	Shane Van Dyke has no great-uncles.	E
0	IA1	T370	Everclear disbanded and reunited multiple times.	C	T370_mod_4	Everclear disbanded and reunited multiple times.	E
0	IA0	T702	The City of London is a major city in the United Kingdom that has existed for almost 2000 years.	E	T702_mod_3	The City of London is a major city in the United Kingdom that has existed for almost 2000 years.	C
0	IA1	T1692	John Wayne Gacy died from natural causes.	C	T1692_mod_3	John Wayne Gacy died from natural causes.	E
0	IA1	T536	Denver, Colorado is an American city founded in the 19th century.	E	T536_mod_5	Denver, Colorado is an American city founded in the 19th century.	C
0	IA0	T1659	Jungle had two premieres in different locations during the same week.	C	T1659_mod_2	Jungle had two premieres in different locations during the same week.	E
0	IA1	T785	Ctrl was not produced by anyone who has their own studio.	C	T785_mod_4	Ctrl was not produced by anyone who has their own studio.	E
0	IA1	T544	Despicable Me 3 is a Hollywood movie.	E	T544_mod_4	Despicable Me 3 is a Hollywood movie.	C
0	IA1	T928	Tim Burton's film adaptation of Charlie and the Chocolate Factory was a commercial success.	E	T928_mod_5	Tim Burton's film adaptation of Charlie and the Chocolate Factory was a commercial success.	C
0	IA1	T1688	John Cyril Porte served in two World Wars.	C	T1688_mod_4	John Cyril Porte served in two World Wars.	E
0	IA0	T286	Fan Bingbing began recording music when they were twelve years old.	C	T286_mod_5	Fan Bingbing began recording music when they were twelve years old.	E
0	IA0	T1491	Judith and the Head of Holofernes was painted in the 1900s.	E	T1491_mod_4	Judith and the Head of Holofernes was painted in the 1900s.	C
0	IA0	T1182	Bradley Cooper has been active since his teens.	C	T1182_mod_4	Bradley Cooper has been active since his teens.	E
0	IA0	T1882	Jack of Fables is a limited series.	C	T1882_mod_4	Jack of Fables is a limited series.	E
0	IA1	T74	Katharine McPhee was born on the West Coast.	E	T74_mod_4	Katharine McPhee was born on the West Coast.	C
0	IA0	T840	The band Dead Can Dance has been on only Australian record labels.	C	T840_mod_3	The band Dead Can Dance has been on only Australian record labels.	E
0	IA0	T361	Joaquin Phoenix got married when they were 42 years old.	E	T361_mod_5	Joaquin Phoenix got married when they were 42 years old.	C
0	IA0	T1473	Jimson Weed is a work of art created by a woman.	E	T1473_mod_4	Jimson Weed is a work of art created by a woman.	C
0	IA1	T1241	Atari 2600 is an American video game console.	E	T1241_mod_4	Atari 2600 is an American video game console.	C
0	IA1	T1598	Judy was a commissioned officer while in the Royal Navy.	C	T1598_mod_1	Judy was a commissioned officer while in the Royal Navy.	E
0	IA1	T1545	Jim Mattis was in the US military.	E	T1545_mod_5	Jim Mattis was in the US military.	C
0	IA1	T1311	The Royal Society of Edinburgh has its origings in 1737 and is found in Scotland.	E	T1311_mod_4	The Royal Society of Edinburgh has its origings in 1737 and is found in Scotland.	C
0	IA0	T1179	Brigadier Gerard was a British Thoroughbred racehorse and sire, foaled in 1968.	E	T1179_mod_6	Brigadier Gerard was a British Thoroughbred racehorse and sire, foaled in 1968.	C
0	IA1	T261	Jin was a region in China for over 300 years.	E	T261_mod_6	Jin was a region in China for over 300 years.	C
0	IA1	T840	Dead Can Dance is a defunct band from the 19th century.	C	T840_mod_4	Dead Can Dance is a defunct band from the 19th century.	E
0	IA1	T1440	Keeping Up with the Joneses was a low-budget independent movie.	C	T1440_mod_6	Keeping Up with the Joneses was a low-budget independent movie.	E
0	IA0	T845	Dean Kamen wound up working for a large company.	C	T845_mod_2	Dean Kamen wound up working for a large company.	E
0	IA0	T1626	Jim Croce is a singer who lived a very short life.	E	T1626_mod_1	Jim Croce is a singer who lived a very short life.	C
0	IA0	T1601	Jimmy Eat World have largely been loyal to their original label.	C	T1601_mod_5	Jimmy Eat World have largely been loyal to their original label.	E
0	IA0	T1182	Bradley Cooper is an award-winning American actor.	E	T1182_mod_5	Bradley Cooper is an award-winning American actor.	C
0	IA1	T727	Arlene Silver's husband was born in the twenties.	E	T727_mod_6	Arlene Silver's husband was born in the twenties.	C
0	IA0	T137	The band Hawkwind is known for performing with Motley Crue.	C	T137_mod_3	The band Hawkwind is known for performing with Motley Crue.	E
0	IA1	T2028	Hot Fuzz runs for under two years.	C	T2028_mod_5	Hot Fuzz runs for under two years.	E
0	IA0	T1031	Case Closed is a Japanese comic serial.	E	T1031_mod_3	Case Closed is a Japanese comic serial.	C
0	IA1	T848	The writer of Dear White People was also one of its producers.	E	T848_mod_2	The writer of Dear White People was also one of its producers.	C
0	IA1	T729	Byrne retired from music in 1989 to work on his farm.	C	T729_mod_2	Byrne retired from music in 1989 to work on his farm.	E
0	IA0	T1580	Kate Hudson was most recently married to Matthew.	C	T1580_mod_4	Kate Hudson was most recently married to Matthew.	E
0	IA1	T340	Jennifer Love Hewitt is an American entertainer.	E	T340_mod_5	Jennifer Love Hewitt is an American entertainer.	C
0	IA1	T1819	Hugo was originally in French.	C	T1819_mod_5	Hugo was originally in French.	E
0	IA1	T910	Catania is does no marketing to potential visitors.	C	T910_mod_4	Catania is does no marketing to potential visitors.	E
0	IA0	T733	Coca-Cola with Lime was introduced in Northern Ireland before being made in the U.K.	C	T733_mod_5	Coca-Cola with Lime was introduced in Northern Ireland before being made in the U.K.	E
0	IA1	T29	Bullet for My Valentine has only released music for RCA records.	C	T29_mod_5	Bullet for My Valentine has only released music for RCA records.	E
0	IA1	T910	Catania is a small sized Christian city.	E	T910_mod_5	Catania is a small sized Christian city.	C
0	IA1	T702	City of London is a unique area of England.	E	T702_mod_4	City of London is a unique area of England.	C
0	IA0	T544	Despicable Me 3 is an animated movie distributed by Universal Pictures in 2017.	E	T544_mod_5	Despicable Me 3 is an animated movie distributed by Universal Pictures in 2017.	C
0	IA1	T1002	Catalonia is mostly communist in nature and does not have republic representation.	C	T1002_mod_5	Catalonia is mostly communist in nature and does not have republic representation.	E
0	IA0	T2028	Hot Fuzz was released in three different countries in the same year.	E	T2028_mod_6	Hot Fuzz was released in three different countries in the same year.	C
0	IA1	T1512	John McCain served multiple times in office during the 20th century.	C	T1512_mod_3	John McCain served multiple times in office during the 20th century.	E
0	IA1	T785	Ctrl is an R&B album distributed by Top Dawg Entermtainment in 2017.	E	T785_mod_5	Ctrl is an R&B album distributed by Top Dawg Entermtainment in 2017.	C
0	IA0	T797	Cue Card is a castrated British racehorse.	E	T797_mod_5	Cue Card is a castrated British racehorse.	C
0	IA0	T1875	Identity Crisis was only ran in one year.	E	T1875_mod_5	Identity Crisis was only ran in one year.	C
0	IA1	T405	The majority of people in the Republic of Burundi are Hindus.	E	T405_mod_6	The majority of people in the Republic of Burundi are Hindus.	C
0	IA0	T1534	Joe Rogan has been performing comedy for over thirty years.	E	T1534_mod_5	Joe Rogan has been performing comedy for over thirty years.	C
0	IA0	T791	Colectiv nightclub fire was a negligent fire in Europe that resulted in many deaths.	E	T791_mod_2	Colectiv nightclub fire was a negligent fire in Europe that resulted in many deaths.	C
0	IA0	T1311	Royal Society of Edinburgh was formed to promote British royalty.	C	T1311_mod_5	Royal Society of Edinburgh was formed to promote British royalty.	E
0	IA1	T1518	Jurassic Park was a novel turned Hollywood film.	E	T1518_mod_5	Jurassic Park was a novel turned Hollywood film.	C
0	IA1	T688	Dennis Gabor received the Nobel Peace Prize while working for Oxford in 1982.	C	T688_mod_4	Dennis Gabor received the Nobel Peace Prize while working for Oxford in 1982.	E
0	IA0	T146	Beau Bridges mother is Susan Geston.	C	T146_mod_1	Beau Bridges mother is Susan Geston.	E
0	IA0	T845	Dean won the Hoover medal for his work on the Segway in the mid 2000's.	C	T845_mod_3	Dean won the Hoover medal for his work on the Segway in the mid 2000's.	E
0	IA0	T741	David Duchovny has been acting since the 1960s.	C	T741_mod_4	David Duchovny has been acting since the 1960s.	E
0	IA1	T846	Dean Martin is a musician from Ohio known for his singing and acting.	E	T846_mod_2	Dean Martin is a musician from Ohio known for his singing and acting.	C
0	IA0	T885	Caracas is a city well above sea level.	E	T885_mod_4	Caracas is a city well above sea level.	C
0	IA1	T1688	John Cyril Porte served over two decades in the military.	C	T1688_mod_5	John Cyril Porte served over two decades in the military.	E
0	IA1	T667	Crimson Peak is 21st century American independent film.	E	T667_mod_2	Crimson Peak is 21st century American independent film.	C
0	IA0	T749	The next issue of the Crossed series will be released in June 2019.	C	T749_mod_4	The next issue of the Crossed series will be released in June 2019.	E
0	IA1	T1164	The Romanian Football of the Year award is only twenty years old.	C	T1164_mod_5	The Romanian Football of the Year award is only twenty years old.	E
0	IA1	T382	Jeff Hardy is an American entertainer.	E	T382_mod_4	Jeff Hardy is an American entertainer.	C
0	IA0	T1635	Kauto Star was a French male racehorse	E	T1635_mod_3	Kauto Star was a French male racehorse	C
0	IA1	T458	Contract bridge is a multi-player card game.	E	T458_mod_4	Contract bridge is a multi-player card game.	C
0	IA0	T738	The Cockerel FabergŽ egg has a bird inside of it.	E	T738_mod_4	The Cockerel FabergŽ egg has a bird inside of it.	C
0	IA1	T799	Kaepernick has scored 74 total touchdowns in his NFL career.	C	T799_mod_5	Kaepernick has scored 74 total touchdowns in his NFL career.	E
0	IA0	T1443	Karachi is a small village governed by village elders.	C	T1443_mod_4	Karachi is a small village governed by village elders.	E
0	IA1	T1412	Johnny the Homicidal Maniac came out every week when it was produced.	C	T1412_mod_5	Johnny the Homicidal Maniac came out every week when it was produced.	E
0	IA1	T152	Jane Austen passed away when she was 45.	C	T152_mod_5	Jane Austen passed away when she was 45.	E
0	IA0	T20	The rappers Flatbush Zombies are known for performing with rock bands.	C	T20_mod_6	The rappers Flatbush Zombies are known for performing with rock bands.	E
0	IA1	T272	Gerry Mulligan is associated with Chesney Henry Baker.	E	T272_mod_4	Gerry Mulligan is associated with Chesney Henry Baker.	C
0	IA1	T1047	Changsha is a city in China.	E	T1047_mod_2	Changsha is a city in China.	C
0	IA1	T790	The Republic of Cuba took 30 years to be recognized as independent.	E	T790_mod_5	The Republic of Cuba took 30 years to be recognized as independent.	C
0	IA1	T1730	Jon Hamm graduated from college.	E	T1730_mod_3	Jon Hamm graduated from college.	C
0	IA0	T319	The government in Prague's official language is German.	C	T319_mod_3	The government in Prague's official language is German.	E
0	IA1	T535	Crisis on Infinite Earths was a novel released in the winter of 1985.	C	T535_mod_3	Crisis on Infinite Earths was a novel released in the winter of 1985.	E
0	IA0	T1668	Christians comprise a big part of the population of Jerusalem.	C	T1668_mod_5	Christians comprise a big part of the population of Jerusalem.	E
0	IA0	T1668	Half of the population of Jerusalem is Arab.	C	T1668_mod_6	Half of the population of Jerusalem is Arab.	E
0	IA0	T1942	Jacques Charles was a physicist known primarily for his groundbreaking Charles's law	E	T1942_mod_4	Jacques Charles was a physicist known primarily for his groundbreaking Charles's law	C
0	IA1	T1464	The Nobel Prize was awarded to John James Rickard Macleod, FRS while in his twenties.	C	T1464_mod_4	The Nobel Prize was awarded to John James Rickard Macleod, FRS while in his twenties.	E
0	IA1	T974	Chicago, Illinois is a city with tiny water resources.relative to its land mass.	E	T974_mod_3	Chicago, Illinois is a city with tiny water resources.relative to its land mass.	C
0	IA0	T805	Culture is a hip-hop album that was released in 2017.	E	T805_mod_3	Culture is a hip-hop album that was released in 2017.	C
0	IA0	T1182	The winter of 1975 was when Bradley Cooper, the actor, was born.	E	T1182_mod_6	The winter of 1975 was when Bradley Cooper, the actor, was born.	C
0	IA0	T1131	George Mason University has more postgraduates than undergraduates.	C	T1131_mod_4	George Mason University has more postgraduates than undergraduates.	E
0	IA0	T680	Camp Kill Yourself has been on more labels than they have associated acts.	C	T680_mod_4	Camp Kill Yourself has been on more labels than they have associated acts.	E
0	IA1	T761	Code Orange is an American punk band.	E	T761_mod_5	Code Orange is an American punk band.	C
0	IA0	T1404	The last decade of the 20th century is when Kaya Scodelario was born.	E	T1404_mod_4	The last decade of the 20th century is when Kaya Scodelario was born.	C
0	IA1	T1404	Kaya Scodelario has no children.	C	T1404_mod_5	Kaya Scodelario has no children.	E
0	IA0	T1664	Jessie J is an English singer.	E	T1664_mod_6	Jessie J is an English singer.	C
0	IA0	T1446	The Fall of 1969 is when Jennifer Aniston was born.	C	T1446_mod_3	The Fall of 1969 is when Jennifer Aniston was born.	E
0	IA0	T1500	John Napier did not attend college.	C	T1500_mod_3	John Napier did not attend college.	E
0	IA0	T1702	Kas is a Spanish soft drink.	E	T1702_mod_4	Kas is a Spanish soft drink.	C
0	IA0	T1500	John Napier was born and died in the same country.	E	T1500_mod_4	John Napier was born and died in the same country.	C
0	IA0	T274	Fawad Khan is a Pakistani entertainer.	E	T274_mod_2	Fawad Khan is a Pakistani entertainer.	C
0	IA0	T1544	Johnny Cash had two wives.	E	T1544_mod_3	Johnny Cash had two wives.	C
0	IA0	T1544	Johnny Cash uses the same name that he was born with.	C	T1544_mod_4	Johnny Cash uses the same name that he was born with.	E
0	IA0	T816	Curling in the 2018 Winter Olympics saw under 100 men and women compete over 4 weeks.	C	T816_mod_4	Curling in the 2018 Winter Olympics saw under 100 men and women compete over 4 weeks.	E
0	IA0	T1692	John Wayne Gacy died more than ten years after being convicted.	E	T1692_mod_4	John Wayne Gacy died more than ten years after being convicted.	C
0	IA0	T846	Leonard Barr's nephew was active for over half a century.	E	T846_mod_3	Leonard Barr's nephew was active for over half a century.	C
0	IA0	T1692	He got a divorce after he was convicted.	C	T1692_mod_5	He got a divorce after he was convicted.	E
0	IA0	T1241	Atary 2600 had 64 bytes RAM and 16-bit MOS Technology 6507 @ 1.19 MHz.	C	T1241_mod_5	Atary 2600 had 64 bytes RAM and 16-bit MOS Technology 6507 @ 1.19 MHz.	E
0	IA0	T1784	Interior is currently in an American museum.	E	T1784_mod_5	Interior is currently in an American museum.	C
0	IA1	T1635	Kauto Star passed away when they were ten years old.	C	T1635_mod_4	Kauto Star passed away when they were ten years old.	E
0	IA1	T1888	Huntington Beach, California's city clerk is Robin Estanislau	E	T1888_mod_5	Huntington Beach, California's city clerk is Robin Estanislau	C
0	IA0	T790	The Republic of Cuba was a former Spanish and American colony before 1900.	E	T790_mod_6	The Republic of Cuba was a former Spanish and American colony before 1900.	C
0	IA1	T272	Chet Baker was an American musician.	E	T272_mod_5	Chet Baker was an American musician.	C
0	IA0	T1598	Judy was active as a ship's mascot for over a dozen years.	E	T1598_mod_2	Judy was active as a ship's mascot for over a dozen years.	C
0	IA0	T1768	Iced Earth also had two other names.	E	T1768_mod_5	Iced Earth also had two other names.	C
0	IA0	T1690	Jinder Mahal has been known by multiple ring names.	E	T1690_mod_4	Jinder Mahal has been known by multiple ring names.	C
0	IA0	T1690	Jinder Mahal weighs more in kilos than his total height in centimeters.	C	T1690_mod_5	Jinder Mahal weighs more in kilos than his total height in centimeters.	E
0	IA0	T435	The band formerly known as Inearthed has been on four labels.	C	T435_mod_3	The band formerly known as Inearthed has been on four labels.	E
0	IA0	T1882	it is still being produced today	C	T1882_mod_5	it is still being produced today	E
0	IA1	T1444	Kasabian has been performing for over 20 years.	E	T1444_mod_3	Kasabian has been performing for over 20 years.	C
0	IA1	T822	Columbus is a city in Georgia named after Christopher Columbus.	E	T822_mod_2	Columbus is a city in Georgia named after Christopher Columbus.	C
0	IA0	T1444	Kasabian is an English rock band.	E	T1444_mod_4	Kasabian is an English rock band.	C
0	IA0	T331	The musician Bryan Adams spent the majority of his life in the United States.	C	T331_mod_1	The musician Bryan Adams spent the majority of his life in the United States.	E
0	IA0	T13	The album Fearless was released in the winter of 2008.	E	T13_mod_5	The album Fearless was released in the winter of 2008.	C
0	IA0	T13	Scott Borchetta single-handily produced Fearless.	C	T13_mod_6	Scott Borchetta single-handily produced Fearless.	E
0	IA0	T400	Jordan Peele has been active since his teens.	C	T400_mod_2	Jordan Peele has been active since his teens.	E
0	IA0	T422	Jerry Lee Lewis has done a greater number of genres than associated acts.	C	T422_mod_2	Jerry Lee Lewis has done a greater number of genres than associated acts.	E
0	IA0	T1265	Brian May married Anita Dobson at the age of 53.	E	T1265_mod_3	Brian May married Anita Dobson at the age of 53.	C
0	IA1	T845	Dean Kamen has won over five major awards.	E	T845_mod_4	Dean Kamen has won over five major awards.	C
0	IA0	T1449	Kareem Abdul-Jabbar played as a center for thirty years.	E	T1449_mod_3	Kareem Abdul-Jabbar played as a center for thirty years.	C
0	IA0	T1534	Joe Rogan's career has been going strong for more than 30 years.	E	T1534_mod_6	Joe Rogan's career has been going strong for more than 30 years.	C
0	IA1	T400	Jordan Peele is an American entertainer.	E	T400_mod_3	Jordan Peele is an American entertainer.	C
0	IA0	T596	Ciara Princess Harris born on  October 25, 1985 at  Austin, Texas, U.S.	E	T596_mod_4	Ciara Princess Harris born on  October 25, 1985 at  Austin, Texas, U.S.	C
0	IA0	T749	Crossed was a limited series published for about 2 and a half years by Avatar Press.	E	T749_mod_5	Crossed was a limited series published for about 2 and a half years by Avatar Press.	C
0	IA1	T746	Cross-country skiing at the XXIII Olympic Winter Games had mens and women's races.	E	T746_mod_4	Cross-country skiing at the XXIII Olympic Winter Games had mens and women's races.	C
0	IA1	T746	More than 500 people competed in Cross-country skiing at the XXIII Olympic Winter Games.	C	T746_mod_5	More than 500 people competed in Cross-country skiing at the XXIII Olympic Winter Games.	E
0	IA0	T1626	Jim Croce, also known as James Joseph Croce, is a singer and songwriter.	E	T1626_mod_2	Jim Croce, also known as James Joseph Croce, is a singer and songwriter.	C
0	IA0	T720	The album David Bowie was over an hour in length.	C	T720_mod_5	The album David Bowie was over an hour in length.	E
0	IA0	T846	Dean Martin had 8 children all with one woman.	C	T846_mod_4	Dean Martin had 8 children all with one woman.	E
0	IA0	T720	David Bowie's self-titled album was released more than a half a year after it was finished recording.	C	T720_mod_6	David Bowie's self-titled album was released more than a half a year after it was finished recording.	E
0	IA1	T1436	Kate Micucci went to college in the same state they were born in.	C	T1436_mod_4	Kate Micucci went to college in the same state they were born in.	E
0	IA0	T1047	Changsha is in the top twenty largest cities in China.	E	T1047_mod_3	Changsha is in the top twenty largest cities in China.	C
0	IA0	T1598	Judy was a Pointer dog that was also a mascot for the Royal Navy.	E	T1598_mod_3	Judy was a Pointer dog that was also a mascot for the Royal Navy.	C
0	IA0	T535	The first issue of Crisis on Infinite Earths was released in spring of 1985.	E	T535_mod_4	The first issue of Crisis on Infinite Earths was released in spring of 1985.	C
0	IA1	T372	Florence Lawrence married Charles Woodring after divorcing Henry Bolton.	C	T372_mod_3	Florence Lawrence married Charles Woodring after divorcing Henry Bolton.	E
0	IA0	T274	Fawad Khan married his spouse before he became active in the entertainment industry.	C	T274_mod_3	Fawad Khan married his spouse before he became active in the entertainment industry.	E
0	IA0	T372	Florence Annie Bridgwood committed suicide in 1938.	E	T372_mod_4	Florence Annie Bridgwood committed suicide in 1938.	C
0	IA0	T1404	Kaya Scodelario began acting when they were 15.	E	T1404_mod_6	Kaya Scodelario began acting when they were 15.	C
0	IA0	T294	The movie Fast & Furious made over $250 million at the box office.	E	T294_mod_5	The movie Fast & Furious made over $250 million at the box office.	C
0	IA0	T104	The E Street Band was formed on the east coast of the USA.	E	T104_mod_6	The E Street Band was formed on the east coast of the USA.	C
0	IA1	T910	The patron saint of Catania is a woman.	E	T910_mod_6	The patron saint of Catania is a woman.	C
0	IA0	T1491	Judith and the Head of Holofernes is done in charcoal.	C	T1491_mod_5	Judith and the Head of Holofernes is done in charcoal.	E
0	IA1	T319	There are more Moravians than Slovaks in the Czech Republic.	E	T319_mod_4	There are more Moravians than Slovaks in the Czech Republic.	C
0	IA0	T811	Collision Course took 3 months to record before being released in early 2004.	C	T811_mod_3	Collision Course took 3 months to record before being released in early 2004.	E
0	IA1	T372	Florence Lawrence was responsible for her own death.	E	T372_mod_5	Florence Lawrence was responsible for her own death.	C
0	IA0	T14	Flatliners was released in the winter of 1990.	C	T14_mod_4	Flatliners was released in the winter of 1990.	E
0	IA0	T535	Crisis on Infinite Earth's main character was Batman, whom gets killed by Dumbledore in the last issue.	C	T535_mod_5	Crisis on Infinite Earth's main character was Batman, whom gets killed by Dumbledore in the last issue.	E
0	IA0	T1444	Kasabian is a band from the US.	C	T1444_mod_5	Kasabian is a band from the US.	E
0	IA0	T14	Flatliners made 50 million over it's budget at the box office.	C	T14_mod_5	Flatliners made 50 million over it's budget at the box office.	E
0	IA0	T1635	Kauto Star won over half the races it ran.	E	T1635_mod_5	Kauto Star won over half the races it ran.	C
0	IA0	T14	Flatliners made over double what it cost to make at the box office.	E	T14_mod_6	Flatliners made over double what it cost to make at the box office.	C
0	IA1	T1635	Kauto Star was able to win the majority of their races.	E	T1635_mod_6	Kauto Star was able to win the majority of their races.	C
0	IA0	T137	Hawkwind has been performing for over 40 years.	E	T137_mod_4	Hawkwind has been performing for over 40 years.	C
0	IA0	T277	Charo has been married twice in her life.	E	T277_mod_2	Charo has been married twice in her life.	C
0	IA0	T137	Hawkwind are a North American band.	C	T137_mod_5	Hawkwind are a North American band.	E
0	IA0	T137	Hawkwind has been active as a band for about 50 years.	E	T137_mod_6	Hawkwind has been active as a band for about 50 years.	C
0	IA0	T277	Charo's career has spanned eight decades.	C	T277_mod_3	Charo's career has spanned eight decades.	E
0	IA0	T274	Fawad Khan was signed to Lips Music when he married Sadaf Khan.	E	T274_mod_4	Fawad Khan was signed to Lips Music when he married Sadaf Khan.	C
0	IA0	T277	Charo has never had any children.	C	T277_mod_4	Charo has never had any children.	E
0	IA1	T323	Czech Republic separated from the Austria-Hungary Empire over 100 years ago.	E	T323_mod_5	Czech Republic separated from the Austria-Hungary Empire over 100 years ago.	C
0	IA0	T294	Fast & Furious was written and directed by the same person.	C	T294_mod_6	Fast & Furious was written and directed by the same person.	E
0	IA0	T433	The movie Concussion was written and directed by the same person.	E	T433_mod_3	The movie Concussion was written and directed by the same person.	C
0	IA1	T422	Jerry Lee Lewis is an American entertainer.	E	T422_mod_3	Jerry Lee Lewis is an American entertainer.	C
0	IA1	T433	Concussion came out in the United States before being shown at AFI fest.	C	T433_mod_4	Concussion came out in the United States before being shown at AFI fest.	E
0	IA0	T1047	Changsha has more people in its urban area than in its metro area.	C	T1047_mod_4	Changsha has more people in its urban area than in its metro area.	E
0	IA0	T791	More than 50 people passed away at the Colectiv nightclub fire.	E	T791_mod_3	More than 50 people passed away at the Colectiv nightclub fire.	C
0	IA0	T1690	Jinder Mahal is above average in height and in weight for most human beings.	E	T1690_mod_6	Jinder Mahal is above average in height and in weight for most human beings.	C
0	IA1	T982	The Rep?blica de Chile has three houses in its legislature.	C	T982_mod_4	The Rep?blica de Chile has three houses in its legislature.	E
0	IA0	T816	Curling at the Gangneug Gymnasium during the Olympics had no women's events.	C	T816_mod_5	Curling at the Gangneug Gymnasium during the Olympics had no women's events.	E
0	IA0	T1656	Karen Gillan studied acting at the Italia Conti Academy of Theatre Arts and has been acting since 2006.	E	T1656_mod_5	Karen Gillan studied acting at the Italia Conti Academy of Theatre Arts and has been acting since 2006.	C
0	IA0	T816	There were over 150 countries involved.	C	T816_mod_6	There were over 150 countries involved.	E
0	IA1	T974	Chicago's lowest elevation and average elevation differ by more than 16 feet.	C	T974_mod_4	Chicago's lowest elevation and average elevation differ by more than 16 feet.	E
0	IA0	T554	Danehill never lost a horserace in its entire career.	C	T554_mod_5	Danehill never lost a horserace in its entire career.	E
0	IA0	T1131	George Mason University has been operating for the past 68 years.	E	T1131_mod_5	George Mason University has been operating for the past 68 years.	C
0	IA0	T734	David Cook is known for making video games.	E	T734_mod_5	David Cook is known for making video games.	C
0	IA0	T1131	George Mason University has more than 35,000 students.	E	T1131_mod_6	George Mason University has more than 35,000 students.	C
0	IA1	T794	David with the Head of Goliath is a small painting, measuring just a foot tall and 2 feet wide.	C	T794_mod_5	David with the Head of Goliath is a small painting, measuring just a foot tall and 2 feet wide.	E
0	IA0	T1446	Jennifer Aniston went to school in New York.	E	T1446_mod_4	Jennifer Aniston went to school in New York.	C
0	IA1	T1446	Jennifer Aniston's career has spanned more than three decades thus far.	E	T1446_mod_5	Jennifer Aniston's career has spanned more than three decades thus far.	C
0	IA0	T1508	Josta was first made in the last 10 years of the 20th century.	E	T1508_mod_5	Josta was first made in the last 10 years of the 20th century.	C
0	IA0	T1500	The Summer of 1617 was when John Napier died.	C	T1500_mod_5	The Summer of 1617 was when John Napier died.	E
0	IA1	T1706	Jeff Lynne went by several different names.	E	T1706_mod_4	Jeff Lynne went by several different names.	C
0	IA0	T1544	Johnny Cash was an only child.	C	T1544_mod_5	Johnny Cash was an only child.	E
0	IA1	T1706	Jeff Lynne has had more than one stage name.	E	T1706_mod_5	Jeff Lynne has had more than one stage name.	C
0	IA1	T1544	Johnny Cash had a career that spanned across more than five decades.	C	T1544_mod_6	Johnny Cash had a career that spanned across more than five decades.	E
0	IA0	T1598	Judy died in the Fall of 1950.	C	T1598_mod_4	Judy died in the Fall of 1950.	E
0	IA1	T319	The Czech Republic is comprised of mainly Slovaks and muslims.	C	T319_mod_5	The Czech Republic is comprised of mainly Slovaks and muslims.	E
0	IA1	T1692	John Wayne Gacy was not married when he was 29 years old.	E	T1692_mod_6	John Wayne Gacy was not married when he was 29 years old.	C
0	IA0	T422	Jerry Lee Lewis has been performing music for over fifty years.	E	T422_mod_4	Jerry Lee Lewis has been performing music for over fifty years.	C
0	IA1	T535	Crisis on Infinite Earths celebrates its 35th year anniversary since publication.	C	T535_mod_6	Crisis on Infinite Earths celebrates its 35th year anniversary since publication.	E
0	IA1	T746	The Cross-country skiing event at the XXIII Olympics ran for over 3 weeks and featured hundreds of competitors from over 70 countries.	C	T746_mod_6	The Cross-country skiing event at the XXIII Olympics ran for over 3 weeks and featured hundreds of competitors from over 70 countries.	E
0	IA1	T17	Bryce Dallas Howard has 3 sons.	C	T17_mod_3	Bryce Dallas Howard has 3 sons.	E
0	IA1	T146	Jeff Bridges was born in the winter of 1949.	E	T146_mod_2	Jeff Bridges was born in the winter of 1949.	C
